Brand,Model,Model_year,Milage,Fuel_type,Engine,Transmission,Ext_col,Int_col,Accident,Clean_title,Price
Ford,Cooper Base,2010,239000,Gasoline,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gold,Black,None reported,Yes,8000
Ford,Outlander SEL,2022,235000,Gasoline,181.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,33000
Ford,Sierra 1500 Denali,2021,233000,Gasoline,6.2L V8 16V GDI OHV,10-Speed Automatic,White Frost Tri-Coat,Walnut,At least 1 accident or damage reported,,56900
Ford,Maybach S 580 4MATIC,2022,232492,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Diamond White,Black,None reported,Yes,229000
Ford,Silverado 2500 LT,2016,232000,E85 Flex Fuel,360.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Black,None reported,Yes,36800
Ford,F12berlinetta Base,2016,231581,Gasoline,6.3L V12 48V GDI DOHC,7-Speed Automatic with Auto-Shift,Gray,–,None reported,,254900
Ford,X7 xDrive40i,2022,231500,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Blue,Brown,None reported,Yes,85000
Ford,X7 xDrive40i,2020,230000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,54999
Ford,Express 1500 Cargo,2004,23900,Gasoline,195.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,7999
Ford,Metris Base,2020,23850,Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic,Black,Beige,None reported,Yes,299000
Ford,1500 Laramie,2022,23842,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Delmonico Red Pearlcoat,Black,None reported,,46999
Ford,535 i xDrive,2011,23827,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,White,At least 1 accident or damage reported,Yes,10999
Ford,Camaro LT1,2022,23823,Gasoline,6.2 Liter,Automatic,Blue,Jet Black,None reported,,39998
Ford,M3 Base,2006,23777,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,At least 1 accident or damage reported,Yes,42000
Ford,Boxster S,2005,23749,Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Gray,None reported,Yes,24900
Ford,AMG C 63 Base,2017,23700,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,55600
Ford,Wrangler Sahara,1998,23700,Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,6999
Ford,Silverado 2500 High Country,2022,23677,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Blue,Gray,None reported,Yes,74500
Ford,535 i xDrive,2013,23647,Gasoline,306.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,17000
Ford,Sierra 2500 Base,2019,23600,E85 Flex Fuel,360.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,A/T,Silver,Beige,None reported,Yes,36500
Ford,IS 250 Base,2013,23600,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,10000
Ford,Panamera 2,2011,23600,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,20900
Ford,Romeo Stelvio Ti Sport,2019,23588,Gasoline,"2L I-4 gasoline direct injection, MultiAir2 variable valve contr","Automatic, 8-Spd",Vulcano Black Metallic,Red/Black,None reported,,28900
Ford,GX 460 Base,2021,23568,Gasoline,4.6 Liter,Automatic,Silver,Rioja Red,None reported,,51798
Ford,Revero Base,2018,23567,,403.0HP 2.0L Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,55500
Ford,330 i,2021,23500,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,37000
Ford,Traverse RS,2021,23442,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Black,None reported,Yes,36000
Ford,Avalon XLS,2004,23436,Gasoline,210.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,5500
Ford,Outback 3.6R Limited,2016,23430,Gasoline,256.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,19500
Ford,Q50 3.0t Red Sport 400,2020,23400,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,7-Speed Automatic,Liquid Platinum,White,None reported,,36999
Ford,XTS Luxury,2013,23399,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,8500
Ford,G-Class G 550 4MATIC,2017,23350,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,84500
Ford,Tahoe LT,2018,23344,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,37900
Ford,RX 450h Base,2018,23339,Hybrid,308.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Silver,Gray,None reported,Yes,35700
Ford,R1S Launch Edition,2023,23300,,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Blue,Gray,None reported,Yes,92500
Ford,A5 2.0T Premium,2012,23292,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,11000
Ford,Leaf SV PLUS,2023,23278,,Electric,1-Speed Automatic,Brilliant Silver Metallic,Black,None reported,Yes,28196
Ford,Rover LR2 Base,2015,23250,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,11995
Ford,Lancer DE,2009,23230,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,3000
Ford,Equinox LT,2011,23195,Gasoline,264.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Brown,Black,At least 1 accident or damage reported,Yes,7000
Ford,IS 350 Base,2014,23162,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,18000
Ford,TL 3.2,2008,23152,Gasoline,258.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,10000
Ford,Pilot Elite,2021,23151,Gasoline,3.5L V6 24V GDI SOHC,9-Speed Automatic,Gray,Black,None reported,,38998
Ford,Wrangler Unlimited Sport,2010,23133,Gasoline,205.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,17500
Ford,Model X 75D,2017,23131,,518.0HP Electric Motor Electric Fuel System,A/T,Black,White,None reported,Yes,42250
Ford,Bronco Outer Banks Advanced,2022,23100,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Brown,At least 1 accident or damage reported,Yes,65999
Ford,E-Class E 350,2014,23097,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,19250
Ford,M3 Base,2008,23083,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,M/T,Red,Black,None reported,Yes,28500
Ford,Mazda3 i Sport,2015,23044,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,11500
Ford,E-Class E 350 4MATIC,2010,23000,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,22500
Ford,Mirage ES,2017,229450,Gasoline,78.0HP 1.2L 3 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,8750
Ford,Genesis 3.8,2015,229000,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Gray,,,20150
Ford,Excursion Limited,2004,228000,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,Gold,Gold,None reported,Yes,20500
Ford,Terrain Denali,2016,227010,Gasoline,301.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,18400
Ford,330e iPerformance,2018,225000,Plug-In Hybrid,247.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,24995
Ford,Durango GT,2021,224000,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Billet Clearcoat Metallic,Black,None reported,,32999
Ford,F-150 Lightning XLT,2023,223824,,563.0HP Electric Motor Electric Fuel System,A/T,Gray,Gold,None reported,Yes,89000
Ford,Cayenne Base,2019,222600,Gasoline,3.0L V6 24V GDI DOHC Turbo,8-Speed Automatic,White,Black,None reported,Yes,80140
Ford,Tacoma SR,2020,222,Gasoline,278.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,35000
Ford,M5 Base,2008,220450,Gasoline,500.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Silver,None reported,Yes,21000
Ford,Sierra 1500 SLT,2021,220000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,70250
Ford,Mustang Premium,2007,220000,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,9000
Ford,Silverado 1500 LT Trail Boss,2021,22985,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,Silver Ice Metallic,Jet Black,None reported,,43666
Ford,Expedition Timberline,2023,22829,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Dark Matter Metallic,Black Onyx,At least 1 accident or damage reported,Yes,77430
Ford,Urus Base,2019,22800,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Gray,Brown,None reported,,209900
Ford,Santa Fe SE,2022,22770,Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,Stormy Sea,Black,None reported,,27450
Ford,M5 Base,2006,22703,Gasoline,500.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,19500
Ford,LS 430 Base,2002,22700,Gasoline,290.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,15999
Ford,F-PACE S,2023,22700,Gasoline,2.0 Liter,Automatic,Santorin Black,Black,None reported,,56998
Ford,IONIQ 5 SE,2022,22655,,320.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,42000
Ford,Phantom,2018,22600,Gasoline,6.8L V12 48V GDI DOHC Twin Turbo,8-Speed Automatic,–,–,None reported,Yes,599000
Ford,135 i,2011,22588,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,11000
Ford,1500 Tradesman/Express,2017,22564,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,24200
Ford,SL-Class SL 550,2013,22558,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,31450
Ford,XTS Premium,2013,22500,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,White Diamond Tri-Coat,Shale,At least 1 accident or damage reported,Yes,21995
Ford,Hardtop Cooper S,2017,22500,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,20784
Ford,X5 xDrive35i,2014,22500,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,,,20000
Ford,G35 Base,2004,22480,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Beige,Beige,None reported,Yes,7500
Ford,E-Class E 350 4MATIC,2008,22466,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,Yes,8900
Ford,Yukon XL SLT,2023,22457,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,67800
Ford,MX-5 Miata Base,2003,22400,Gasoline,142.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Beige,None reported,Yes,22000
Ford,RSX Type S,2006,22372,Gasoline,201.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Gray,,,14990
Ford,F-PACE S,2020,22354,Gasoline,3.0 Liter,Automatic,Eiger Grey Metallic,Ebony/Light Oyster Stitch,None reported,,46998
Ford,Wrangler Unlimited Rubicon,2022,22300,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Brown,None reported,Yes,65500
Ford,X4 xDrive30i,2022,22300,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,Yes,46000
Ford,Genesis 5,2012,22295,Gasoline,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,19000
Ford,Bronco Badlands Advanced,2022,22270,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,None reported,Yes,65994
Ford,Focus RS Base,2016,22227,Gasoline,350.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,39000
Ford,Yukon XL SLT,2016,22200,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,22000
Ford,Rover Discovery Sport SE,2017,22187,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Gray,None reported,Yes,24998
Ford,F-350 Lariat Super Duty Crew Cab,2009,22185,Diesel,350.0HP 6.4L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,White,Beige,None reported,Yes,28900
Ford,Bronco,2021,22169,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Blue,Black Onyx,None reported,,56900
Ford,Bronco Outer Banks Advanced,2023,22138,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Gray,None reported,Yes,57000
Ford,Hardtop Cooper,2019,22109,Gasoline,134.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,24000
Ford,E-Class E 400,2016,22101,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,24000
Ford,Sierra 1500 Denali Ultimate,2023,22039,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Brown,None reported,Yes,84000
Ford,Sierra 1500 SLE Crew Cab,2006,22001,Gasoline,295.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,14500
Ford,Cruze LTZ,2013,22000,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,10000
Ford,325 xi,2006,22000,Gasoline,215.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,4000
Ford,MDX Technology,2008,22000,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,5000
Ford,MKC Base,2015,22000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,14900
Ford,Sportage Nightfall,2022,22000,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Pacific Blue,Black,At least 1 accident or damage reported,Yes,27875
Ford,Arnage R,2003,22000,Gasoline,400.0HP 6.75L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Gray,None reported,Yes,34995
Ford,Sorento LX,2021,22000,Gasoline,191.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,23800
Ford,SC 430 Base,2002,22000,Gasoline,300.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Brown,None reported,Yes,15000
Ford,Rover Range Rover Evoque Base,2012,22000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,14500
Ford,TLX Type S w/Performance Tire,2023,22000,Gasoline,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,53000
Ford,Ghibli Base,2015,218000,Gasoline,345.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,None reported,Yes,17999
Ford,Rover Range Rover 3.0L Supercharged HSE,2017,218000,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,58000
Ford,Highlander Limited Platinum,2015,217500,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,23500
Ford,911 Carrera S,2017,215000,Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Red,Black,None reported,Yes,105000
Ford,LX 570 Base,2016,215000,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,62900
Ford,ILX Premium & A-SPEC Packages,2019,213000,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,25000
Ford,Boxster Base,1999,212500,Gasoline,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Gray,None reported,Yes,12250
Ford,RX-8 Grand Touring,2008,212000,Gasoline,232.0HP 1.3L Rotary engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,8500
Ford,650 i,2008,211,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,8000
Ford,M37 x,2012,210703,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,19900
Ford,M3 Base,2008,21832,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,18500
Ford,Expedition Platinum,2019,21800,Gasoline,3.5L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,White,Platinum,None reported,Yes,48295
Ford,Rover Range Rover P530 SE SWB,2023,21701,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,175000
Ford,ILX Technology Plus Package,2017,21613,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,–,At least 1 accident or damage reported,Yes,15750
Ford,AMG GT 53 Base,2020,21600,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Gray,Black,None reported,Yes,83999
Ford,A6 55 Premium Plus,2023,21500,Gasoline,"3L V-6 gasoline direct injection, DOHC, variable valve control,","Automatic, 7-Spd S tronic Dual-Clutch",Chronos Gray Metallic,Black,None reported,,59900
Ford,Rogue SL,2019,21487,Gasoline,2.5L I4 16V MPFI DOHC,Automatic CVT,Magnetic Black,Charcoal,None reported,Yes,25884
Ford,Crossfire Limited,2005,21478,Gasoline,3.2L V6 18V MPFI SOHC,5-Speed Automatic,White,Dark Gray,None reported,Yes,13046
Ford,1500 Laramie,2022,21450,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Diamond Black,Black,None reported,,46599
Ford,Grand Cherokee Altitude,2020,21444,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,,,35470
Ford,Silverado 1500 Limited High Country,2022,21404,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Black,None reported,Yes,60000
Ford,Civic Type R Touring,2018,21400,Gasoline,306.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,35500
Ford,Durango R/T,2016,21400,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,20000
Ford,Genesis 3.8,2010,21300,Gasoline,290.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Beige,Beige,None reported,Yes,10340
Ford,535 i,2008,21240,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,5699
Ford,Charger GT,2021,21240,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Gray,At least 1 accident or damage reported,Yes,26999
Ford,Yukon SLT,2010,21214,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,9500
Ford,CLA-Class CLA 250,2014,21212,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,16500
Ford,Rover Range Rover Supercharged,2010,21165,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,15500
Ford,435 i,2015,21100,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,None reported,Yes,28000
Ford,IS-F Base,2008,21057,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,29000
Ford,Mustang V6 Premium,2013,21028,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,16000
Ford,S5 3.0T Prestige,2022,21000,Gasoline,3.0L,1-Speed Automatic,Daytona Gray Pearl Effect,Black,None reported,,61900
Ford,Enclave Premium,2017,21000,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Iridium Metallic,Light Titanium,At least 1 accident or damage reported,Yes,17550
Ford,Gallardo LP560-4,2010,21000,Gasoline,560.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,109499
Ford,Mustang GT Premium,2011,21000,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,18500
Ford,Yukon XL SLT,2016,21000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,30000
Ford,E-Class E 400 4MATIC,2018,209500,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,9-Speed Automatic,White,Saddle Brown,None reported,Yes,39853
Ford,Camry LE,1999,209193,Gasoline,133.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,At least 1 accident or damage reported,Yes,3500
Ford,Genesis Coupe 3.8 Track,2013,208864,Gasoline,344.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,At least 1 accident or damage reported,Yes,12500
Ford,F-150 XLT,2021,208321,Gasoline,5.0L V8 32V PDI DOHC,10-Speed Automatic,Silver,Black,None reported,Yes,42388
Ford,Bronco Base,2022,208,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,7-Speed M/T,Black,Black,None reported,Yes,49000
Ford,X5 xDrive35i,2016,207571,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,24000
Ford,Q8 3.0T Prestige,2019,207100,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Gold,Black,At least 1 accident or damage reported,Yes,48500
Ford,Rover Range Rover Sport 5.0L Supercharged Dynamic,2017,207000,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,47500
Ford,Excursion Limited,2003,206000,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,Gold,Beige,None reported,Yes,30000
Ford,Excursion Limited,2004,206000,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,Gold,Gold,None reported,Yes,8500
Ford,A4 3.2 Premium Plus quattro,2009,205000,Gasoline,265.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,None reported,Yes,8700
Ford,A4 2.0T Premium Plus,2015,204884,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,At least 1 accident or damage reported,Yes,17200
